timestamp,voltage,current,temperature,acceleration
500,49.65792866210425,10.532490502364867,26.171083810651783,0.5343831151670426
1000,49.347404883624016,12.54323569876639,26.54954135392118,0.05460858433031879
1500,48.81840469065587,10.49968067142416,25.92253407825726,0.15928274701288636
2000,49.51832667419988,13.474771979079396,26.784708233526942,0.6553457921883394
2500,48.29237105539087,11.986066773547247,26.04852238911663,0.41263628753878967
3000,48.46126628765248,11.106859458297228,26.767050594197986,1.3980577258107876
3500,49.43162952291352,11.172141362415193,25.201720572132622,0.43180015165476027
4000,49.769198928720165,11.133125522168273,26.501769666107577,1.8437324332681362
4500,49.35301955141314,11.547539210427292,27.17406428731012,1.6876891094453645
5000,49.220130441417794,12.48244247094,26.145396772588523,1.9205117034400865
5500,48.60068159212025,14.710465186833549,25.52103360982629,0.5307444619980521
6000,48.34864230241896,10.993707619408552,26.00594650338337,0.025310847947660253
6500,48.8605287405054,13.82250183236776,26.246861617956448,1.2639072016743662
7000,49.10694872164604,12.934763192738016,25.28973901732128,0.6580576549769428
7500,49.458953847258684,10.34267347457375,26.756201116708908,0.8918335348732138
8000,48.06482504788687,12.54669667551769,25.35065719825215,0.21311557740855713
8500,48.870771553457395,12.345300911215725,27.970717400611107,1.7314852105521426
9000,49.49729613286396,13.445080083391494,25.370591186486546,1.430802845251284
9500,49.15501963661537,10.559244046221917,27.140242299776517,1.6915978067782205
10000,49.95262954593246,13.962082845132073,26.078689849776836,0.42635288859823195
10500,48.18597655726509,14.30627337940825,25.117287906422114,1.3752962112803542
11000,49.38857607545176,11.711671854557045,26.359536851909752,0.6696971562633345
11500,48.258058020271825,12.921171806034012,25.05023945237171,0.6560751815670769
12000,49.45439962400098,14.832219811027343,27.79976223920222,1.2722122029762177
12500,49.19574321783695,10.52075220213617,27.226837601929777,0.5601896970602191
13000,48.56710862564599,10.541512756813574,25.3542680625116,0.8751095959713986
13500,49.929031562613446,14.397459844455453,26.70132107503572,0.7054143345474664
14000,48.82588178703849,14.93528540836078,27.40556788869229,0.9890552306930998
14500,49.21714842773169,12.772434036495754,26.96211482026242,1.312748792195292
15000,48.5319093507013,11.034230051075006,26.38847018212566,1.0667671654508544
15500,48.01738681061418,10.353824522246612,27.931362955833997,1.5266898081894409
16000,48.90588382659522,11.817507571907411,26.524468425091918,0.12776966323968963
16500,48.16491659145338,13.123861472384789,26.138311596283792,0.914467226593445
17000,48.64733576193315,12.735878827195679,25.557819703575603,1.4361915778100354
17500,49.051578244159245,10.893386787780733,27.241171268880773,0.6445066342042529
18000,49.37337357241819,12.274403801737733,26.136070632303678,0.8215800502049015
18500,48.298680772855356,14.722767130452116,26.52266407120316,0.1825715075242802
19000,48.16045250126355,10.868958035683656,25.91548638267246,0.4363411271213833
19500,49.77796668458418,12.428658933860635,25.13244163108592,1.8648563171245134
20000,48.13490904244947,13.783294945822622,26.320325121776307,1.8571980862412278
20500,48.02872126415481,12.281553856807829,26.20509579264258,0.1978533373557445
21000,48.46002399721583,10.58347074626262,27.31818421593284,0.580629961900998
21500,48.67891529547243,13.567946477091102,27.489209486360373,0.3126307229983363
22000,49.65103317260312,14.507169586105727,27.15623587709876,1.2134835220955957
22500,48.56347170612663,14.10982961007105,27.987615129692315,1.2361726040538774
23000,49.97228811311529,10.866217236951513,27.04834276280913,1.6358958072609866
23500,49.82636407585119,11.5055368710445,26.284344954363537,0.6003831441808583
24000,49.82900016536999,12.818946487135085,25.936869219499417,0.20076603263662118
24500,49.02783982072623,14.957826322708243,25.110335874151563,0.8043345383248242
25000,48.17839430691371,14.669159347003227,27.62590233113849,0.464474965293463
25500,48.18761501949005,13.436583862027515,26.019789771586755,0.10992168533195024
26000,49.49682589232219,13.696670215062804,27.88516657287389,0.25726280696942627
26500,48.55010075059148,10.12791149598035,26.236420093201296,0.9885270758775868
27000,48.93121511184222,10.246244796238148,26.689973325874025,1.5972097673093715
27500,49.00707847904754,10.183999869279269,26.803607844364137,0.15368783770668903
28000,48.220977457201016,11.083635997805287,26.245620461378024,0.6712188803185071
28500,48.48528435604384,10.088684738121927,27.813773795797257,0.6050316634370465
29000,49.337882166420066,13.375432128167695,27.64790781694482,0.7173330997745708
29500,49.83946628636033,14.923132309354223,27.08125102004657,0.1268793025095616
30000,48.01437196088663,10.680737750592403,27.812927302466825,1.3352612184625463
30500,49.831673066721976,13.371082352993893,25.00600467030517,1.660365693841714
31000,49.71323681953284,13.584123497235964,25.469536162248346,1.35049419412212
31500,49.88988656677554,12.474961940241283,26.938658534892888,0.3325366836855359
32000,49.220876343638984,12.972206013850688,27.84051798384239,0.0437792388983147
32500,49.76095317345184,14.0396681079101,27.37095113919599,1.9466593243802297
33000,48.589463410132026,11.629045064122792,27.906715229249567,1.7814298415601253
33500,48.834489662188005,13.441167491919998,26.23044575302387,0.5767117898165024
34000,48.73242651645666,13.847891677681144,25.393820067884196,1.6707771283263444
34500,49.881639633843406,10.658527801050452,27.646404453653883,1.5304267439115162
35000,48.51470068397674,13.960576751482897,25.795083207463325,1.172294884095427
35500,49.76217378571157,11.58078806530936,27.90161309621741,0.8298842434777214
36000,48.85120188390234,11.08812520955545,25.28781471187455,0.48590351738379534
36500,49.8838628775078,13.589550302643756,26.78311355238496,1.5904321413948068
37000,49.50480118125039,12.858319144790837,25.0730284447707,1.732563564230837
37500,49.48548845025729,12.69672718315783,27.318402747452655,1.2508268206147055
38000,49.30031895882515,10.15296318901658,26.739519909715582,1.939024071751959
38500,48.01587283112561,14.419799672611283,27.89398446872285,0.4724097631728177
39000,48.50330059266199,10.126342545785588,25.401945611938665,0.29764771660162914
39500,48.80600115537121,12.019269242422581,25.28130868489482,0.0269113742481899
40000,48.3698622316083,10.798540433472798,27.43717126218236,0.2829059988007532
40500,48.7641055980697,14.128132979273774,27.286375562008597,0.24492885090599703
